,Store,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,StoreType_b,StoreType_c,StoreType_d
223,224,3,7930.0,9.0,2013.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
224,225,1,10180.0,5.0,2015.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
225,226,1,450.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
226,227,1,2370.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
227,228,3,10800.0,9.0,2013.0,1,18.0,2011.0,"Feb,May,Aug,Nov",0.0,0.0,1.0
228,229,3,17410.0,4.0,2007.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
229,230,3,6680.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
230,231,3,3840.0,10.0,2008.0,1,39.0,2010.0,"Feb,May,Aug,Nov",0.0,0.0,1.0
231,232,3,13570.0,5.0,2010.0,1,10.0,2013.0,"Mar,Jun,Sept,Dec",0.0,1.0,0.0
232,233,1,1890.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
233,234,1,4370.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
234,235,1,5710.0,3.0,2012.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
235,236,1,1000.0,11.0,2007.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
236,237,1,1420.0,11.0,2007.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
237,238,1,320.0,9.0,2013.0,1,45.0,2009.0,"Feb,May,Aug,Nov",0.0,0.0,0.0
238,239,3,610.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
239,240,1,1110.0,5.0,2009.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
240,241,3,780.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
241,242,1,6880.0,9.0,2001.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
242,243,1,310.0,9.0,2013.0,1,5.0,2013.0,"Feb,May,Aug,Nov",0.0,0.0,0.0
243,244,1,710.0,3.0,2012.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
244,245,3,1310.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
245,246,1,4660.0,4.0,2013.0,0,0.0,0.0,NotApplicable,0.0,1.0,0.0
246,247,3,70.0,11.0,2010.0,1,5.0,2013.0,"Feb,May,Aug,Nov",0.0,0.0,1.0
247,248,3,340.0,9.0,2012.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
248,249,3,18010.0,9.0,2014.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
249,250,1,3520.0,9.0,2013.0,1,18.0,2012.0,"Feb,May,Aug,Nov",0.0,0.0,1.0
250,251,3,340.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
251,252,3,22330.0,9.0,2013.0,1,5.0,2010.0,"Feb,May,Aug,Nov",0.0,0.0,1.0
252,253,3,250.0,9.0,2013.0,1,5.0,2013.0,"Feb,May,Aug,Nov",0.0,0.0,0.0
253,254,1,330.0,3.0,2008.0,1,1.0,2012.0,"Mar,Jun,Sept,Dec",0.0,0.0,1.0
254,255,3,4630.0,3.0,2011.0,1,35.0,2011.0,"Feb,May,Aug,Nov",0.0,1.0,0.0
255,256,3,80.0,9.0,2005.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",0.0,0.0,0.0
256,257,1,420.0,12.0,2012.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
257,258,1,27190.0,7.0,2010.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
258,259,2,210.0,9.0,2013.0,0,0.0,0.0,NotApplicable,1.0,0.0,0.0
259,260,1,540.0,10.0,2011.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
260,261,3,15340.0,4.0,2015.0,1,39.0,2009.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
261,262,1,1180.0,5.0,2013.0,0,0.0,0.0,NotApplicable,1.0,0.0,0.0
262,263,3,1140.0,5.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
263,264,1,180.0,3.0,2014.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
264,265,1,4580.0,9.0,2013.0,1,14.0,2015.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
265,266,3,360.0,3.0,2014.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec",0.0,0.0,0.0
266,267,1,2460.0,1.0,2012.0,0,0.0,0.0,NotApplicable,0.0,1.0,0.0
267,268,1,4520.0,2.0,2014.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
268,269,3,60.0,6.0,2015.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
269,270,1,1450.0,7.0,2014.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
270,271,1,420.0,9.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
271,272,1,16180.0,7.0,2003.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
272,273,3,8480.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
273,274,2,3640.0,9.0,2013.0,1,10.0,2013.0,"Jan,Apr,Jul,Oct",1.0,0.0,0.0
274,275,1,300.0,5.0,2014.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
275,276,1,2960.0,10.0,2014.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec",0.0,0.0,0.0
276,277,3,7840.0,9.0,2013.0,1,31.0,2009.0,"Feb,May,Aug,Nov",0.0,0.0,1.0
277,278,3,9260.0,2.0,2010.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
278,279,3,2320.0,9.0,2013.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
279,280,3,18640.0,9.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",0.0,0.0,1.0
280,281,3,6970.0,9.0,2011.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
281,282,1,1220.0,12.0,2010.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
282,283,1,2260.0,9.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
283,284,1,1290.0,9.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
284,285,1,2410.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
285,286,1,1460.0,4.0,2015.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
286,287,1,2740.0,5.0,2009.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0.0,1.0,0.0
287,288,1,800.0,9.0,2013.0,1,14.0,2011.0,"Mar,Jun,Sept,Dec",0.0,0.0,1.0
288,289,1,6540.0,12.0,2007.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
289,290,1,4150.0,5.0,2001.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
290,291,1,2325.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
291,292,1,1100.0,6.0,2009.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
292,293,3,140.0,11.0,2007.0,0,0.0,0.0,NotApplicable,0.0,1.0,0.0
293,294,1,3150.0,5.0,2005.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
294,295,1,210.0,11.0,2000.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec",0.0,0.0,0.0
295,296,1,9580.0,5.0,2007.0,1,45.0,2014.0,"Feb,May,Aug,Nov",0.0,0.0,0.0
296,297,1,2300.0,9.0,2010.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
297,298,1,19840.0,7.0,2009.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
298,299,3,38630.0,9.0,2012.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
299,300,3,120.0,4.0,2009.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
300,301,3,4510.0,3.0,2015.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
301,302,3,2190.0,12.0,2007.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec",0.0,0.0,1.0
302,303,1,15430.0,11.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov",0.0,0.0,0.0
303,304,1,1950.0,7.0,2015.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
304,305,3,2470.0,2.0,2005.0,1,31.0,2013.0,"Mar,Jun,Sept,Dec",0.0,1.0,0.0
305,306,1,5100.0,4.0,2007.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
306,307,1,18660.0,9.0,2002.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
307,308,1,1070.0,12.0,2006.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
308,309,1,8740.0,9.0,2013.0,1,37.0,2009.0,"Feb,May,Aug,Nov",0.0,0.0,1.0
309,310,3,2290.0,9.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",0.0,0.0,0.0
310,311,3,680.0,7.0,2005.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
311,312,1,11300.0,3.0,2012.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
312,313,3,14160.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
313,314,1,3560.0,10.0,2001.0,1,31.0,2013.0,"Feb,May,Aug,Nov",0.0,0.0,0.0
314,315,3,38710.0,4.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
315,316,1,9000.0,8.0,2001.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
316,317,1,3140.0,7.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
317,318,3,32330.0,3.0,2014.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
318,319,3,570.0,9.0,2012.0,1,27.0,2012.0,"Mar,Jun,Sept,Dec",0.0,0.0,0.0
319,320,3,210.0,9.0,2012.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
320,321,3,8140.0,11.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",0.0,1.0,0.0
321,322,1,17500.0,4.0,2001.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
322,323,3,8400.0,4.0,2012.0,1,5.0,2013.0,"Feb,May,Aug,Nov",0.0,0.0,1.0
323,324,1,13140.0,9.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
324,325,3,350.0,3.0,2011.0,1,22.0,2011.0,"Feb,May,Aug,Nov",0.0,0.0,0.0
325,326,1,10070.0,5.0,2015.0,1,31.0,2013.0,"Feb,May,Aug,Nov",0.0,0.0,1.0
326,327,3,1390.0,12.0,2004.0,0,0.0,0.0,NotApplicable,0.0,1.0,0.0
327,328,1,3130.0,7.0,2002.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
328,329,1,1310.0,6.0,1990.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",0.0,0.0,0.0
329,330,3,370.0,9.0,2013.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",0.0,0.0,0.0
330,331,3,670.0,9.0,2013.0,1,14.0,2015.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
331,332,1,1840.0,3.0,2006.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
332,333,3,3720.0,2.0,2010.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
333,334,3,4040.0,8.0,2008.0,1,18.0,2013.0,"Mar,Jun,Sept,Dec",0.0,0.0,1.0
334,335,1,90.0,9.0,2013.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",1.0,0.0,0.0
335,336,1,190.0,7.0,2014.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
336,337,3,10600.0,7.0,2005.0,1,45.0,2014.0,"Feb,May,Aug,Nov",0.0,0.0,1.0
337,338,3,1590.0,9.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
338,339,3,2280.0,9.0,2013.0,1,10.0,2013.0,"Mar,Jun,Sept,Dec",0.0,0.0,0.0
339,340,3,8080.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
340,341,1,190.0,9.0,2011.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
341,342,3,15770.0,9.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
342,343,1,18650.0,4.0,2004.0,1,14.0,2014.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
343,344,3,300.0,4.0,2011.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
344,345,1,120.0,9.0,2013.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
345,346,3,8090.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
346,347,3,9360.0,7.0,2013.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",0.0,0.0,1.0
347,348,1,16490.0,9.0,2013.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
348,349,3,1490.0,4.0,2009.0,0,0.0,0.0,NotApplicable,0.0,1.0,0.0
349,350,1,8880.0,9.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
350,351,1,5290.0,11.0,2012.0,1,5.0,2013.0,"Feb,May,Aug,Nov",0.0,0.0,0.0
351,352,3,6360.0,9.0,2013.0,1,40.0,2012.0,"Mar,Jun,Sept,Dec",0.0,0.0,1.0
352,353,2,900.0,9.0,2013.0,1,14.0,2013.0,"Feb,May,Aug,Nov",1.0,0.0,0.0
353,354,3,1500.0,10.0,2005.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
354,355,3,9720.0,8.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
355,356,3,8970.0,12.0,2007.0,1,22.0,2012.0,"Feb,May,Aug,Nov",0.0,0.0,1.0
356,357,1,2060.0,10.0,2008.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
357,358,1,2890.0,10.0,2003.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
358,359,3,4370.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
359,360,1,2040.0,6.0,2007.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
360,361,3,4490.0,5.0,2014.0,1,5.0,2013.0,"Feb,May,Aug,Nov",0.0,1.0,0.0
361,362,3,340.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,1.0,0.0
362,363,1,250.0,9.0,2009.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
363,364,3,13620.0,9.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",0.0,0.0,0.0
364,365,1,2410.0,9.0,2013.0,1,45.0,2009.0,"Feb,May,Aug,Nov",0.0,1.0,0.0
365,366,3,6470.0,12.0,2004.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
366,367,3,2640.0,9.0,2012.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
367,368,3,1450.0,4.0,2005.0,1,45.0,2009.0,"Feb,May,Aug,Nov",0.0,0.0,1.0
368,369,3,5870.0,4.0,2014.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
369,370,1,8250.0,10.0,2000.0,1,31.0,2009.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
370,371,3,1970.0,7.0,2009.0,1,45.0,2014.0,"Feb,May,Aug,Nov",0.0,0.0,1.0
371,372,3,4880.0,8.0,2010.0,1,18.0,2014.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
372,373,3,11120.0,9.0,2013.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
373,374,1,1150.0,9.0,2007.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
374,375,3,15710.0,2.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
375,376,1,160.0,8.0,2012.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
376,377,3,100.0,6.0,2010.0,1,18.0,2010.0,"Feb,May,Aug,Nov",0.0,0.0,0.0
377,378,3,2140.0,8.0,2012.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
378,379,1,6630.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
379,380,1,2240.0,5.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",0.0,0.0,0.0
380,381,1,1800.0,11.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov",0.0,0.0,0.0
381,382,3,26130.0,11.0,2002.0,0,0.0,0.0,NotApplicable,0.0,1.0,0.0
382,383,3,350.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
383,384,3,130.0,9.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
384,385,1,4580.0,9.0,2007.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
385,386,3,1460.0,4.0,2014.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
386,387,1,210.0,9.0,2013.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec",0.0,1.0,0.0
387,388,1,2260.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
388,389,3,6690.0,8.0,2011.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
389,390,3,1600.0,4.0,2009.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
390,391,1,460.0,11.0,2014.0,1,31.0,2013.0,"Feb,May,Aug,Nov",0.0,0.0,0.0
391,392,1,2120.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
392,393,3,4820.0,3.0,2008.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
393,394,1,10850.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
394,395,1,3620.0,2.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
395,396,3,23130.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
396,397,3,130.0,9.0,2013.0,1,27.0,2013.0,"Feb,May,Aug,Nov",0.0,0.0,0.0
397,398,3,1540.0,9.0,2013.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",0.0,1.0,0.0
398,399,1,5360.0,9.0,2012.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
399,400,1,70.0,11.0,2004.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
400,401,3,9200.0,10.0,2009.0,1,14.0,2012.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
401,402,3,5830.0,9.0,2011.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",0.0,1.0,0.0
402,403,1,4970.0,7.0,2015.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
403,404,3,1420.0,9.0,2013.0,1,10.0,2013.0,"Mar,Jun,Sept,Dec",0.0,0.0,0.0
404,405,1,1080.0,4.0,2008.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
405,406,3,8240.0,3.0,2001.0,1,10.0,2013.0,"Feb,May,Aug,Nov",0.0,0.0,1.0
406,407,1,5890.0,10.0,2003.0,1,14.0,2011.0,"Feb,May,Aug,Nov",0.0,0.0,0.0
407,408,1,1560.0,9.0,2013.0,1,45.0,2009.0,"Feb,May,Aug,Nov",0.0,1.0,0.0
408,409,3,840.0,9.0,2013.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
409,410,1,40.0,11.0,2011.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",0.0,1.0,0.0
410,411,3,8460.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
411,412,3,4460.0,9.0,2013.0,1,39.0,2010.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
412,413,3,760.0,9.0,2014.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
413,414,3,6210.0,9.0,2013.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
414,415,3,6910.0,4.0,2005.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
415,416,3,4650.0,6.0,2014.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
416,417,3,840.0,9.0,2013.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
417,418,1,1060.0,5.0,2009.0,1,27.0,2011.0,"Feb,May,Aug,Nov",0.0,0.0,0.0
418,419,1,1620.0,9.0,2009.0,0,0.0,0.0,NotApplicable,0.0,1.0,0.0
419,420,3,250.0,9.0,2013.0,1,27.0,2012.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
420,421,3,3530.0,6.0,2012.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec",0.0,1.0,0.0
421,422,3,2880.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
422,423,1,1270.0,5.0,2014.0,0,0.0,0.0,NotApplicable,1.0,0.0,0.0
423,424,3,1250.0,9.0,2013.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
424,425,3,1460.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
425,426,1,250.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
426,427,3,70.0,7.0,2005.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
427,428,1,2960.0,12.0,2014.0,1,23.0,2015.0,"Mar,Jun,Sept,Dec",0.0,0.0,1.0
428,429,3,16350.0,7.0,2005.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
429,430,3,12870.0,10.0,2008.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
430,431,3,4520.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
431,432,1,810.0,5.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
432,433,3,30030.0,11.0,2010.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
433,434,1,13020.0,8.0,2003.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
434,435,1,910.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
435,436,1,2300.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
436,437,3,430.0,9.0,2013.0,1,50.0,2010.0,"Jan,Apr,Jul,Oct",0.0,1.0,0.0
437,438,3,1110.0,9.0,2013.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
438,439,1,1350.0,9.0,2009.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
439,440,1,3900.0,4.0,2005.0,1,45.0,2009.0,"Feb,May,Aug,Nov",0.0,0.0,1.0
440,441,1,2530.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
441,442,1,500.0,9.0,2013.0,1,45.0,2009.0,"Feb,May,Aug,Nov",0.0,1.0,0.0
442,443,1,11400.0,12.0,2005.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
443,444,1,1700.0,11.0,2009.0,0,0.0,0.0,NotApplicable,0.0,1.0,0.0
444,445,1,240.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
445,446,1,340.0,10.0,2000.0,1,31.0,2013.0,"Feb,May,Aug,Nov",0.0,0.0,0.0
